sample,gene,cts,plate
OCTO_F_6,WSP,21.766,plate5
OCTO_F_6,WSP,21.711,plate5
CSB_HF_1,WSP,24.546,plate5
CSB_F_2,RPL32,23.045,plate5
CSB_HF_1,RPL32,23.396,plate5
CSB_F_2,WD0513,23.542,plate5
OCTO_G_1,WD0513,NA,plate5
OCTO_F_6,WD0513,NA,plate5
CSB_HF_1,WD0513,24.505,plate5
CSB_F_2,WD0513,23.776,plate5
CSB_F_2,RPL32,23.051,plate5
OCTO_G_1,WD0513,NA,plate5
OCTO_F_6,WD0513,NA,plate5
CSB_HF_1,WD0513,24.518,plate5
OCTO_G_1,RPL32,22.567,plate5
OCTO_G_1,RPL32,22.538,plate5
OCTO_F_6,RPL32,22.787,plate5
OCTO_F_6,RPL32,22.829,plate5
CSB_HF_1,RPL32,23.349,plate5
OCTO_D_8,WSP,24.164,plate5
POP2_E_10,WSP,28.746,plate5
STD_7,WSP,35.25,plate5
STD_7,WSP,35.23,plate5
STD_7,WSP,34.186,plate5
OCTO_D_8,WSP,24.302,plate5
POP2_A_7,WSP,27.104,plate5
POP2_A_7,WSP,27.664,plate5
OCTO_HM_10,WSP,22.545,plate5
OCTO_HM_10,WSP,22.463,plate5
POP2_HM_7,WSP,23.055,plate5
POP2_HM_7,WSP,22.989,plate5
POP2_E_10,WSP,28.913,plate5
OCTO_D_8,RPL32,24.276,plate5
POP2_E_10,RPL32,28.509,plate5
OCTO_D_8,WD0513,39.032,plate5
POP2_A_7,WD0513,24.535,plate5
OCTO_HM_10,WD0513,NA,plate5
POP2_HM_7,WD0513,20.254,plate5
POP2_E_10,WD0513,26.011,plate5
OCTO_D_8,WD0513,NA,plate5
OCTO_D_8,RPL32,24.267,plate5
POP2_A_7,WD0513,24.647,plate5
OCTO_HM_10,WD0513,38.096,plate5
POP2_HM_7,WD0513,20.444,plate5
POP2_E_10,WD0513,26.098,plate5
POP2_A_7,RPL32,32.689,plate5
POP2_A_7,RPL32,32.042,plate5
OCTO_HM_10,RPL32,23.889,plate5
OCTO_HM_10,RPL32,24.034,plate5
POP2_HM_7,RPL32,23.572,plate5
POP2_HM_7,RPL32,23.61,plate5
POP2_E_10,RPL32,28.528,plate5
OCTO_C_10,WSP,28.257,plate5
POP2_G_7,WSP,22.82,plate5
OCTO_C_10,WSP,28.368,plate5
OCTO_B_9,WSP,28.665,plate5
OCTO_B_9,WSP,28.557,plate5
POP2_HM_5,WSP,23.117,plate5
POP2_HM_5,WSP,23.134,plate5
OCTO_HM_8,WSP,21.798,plate5
OCTO_HM_8,WSP,21.699,plate5
POP2_G_7,WSP,22.871,plate5
OCTO_C_10,RPL32,28.303,plate5
POP2_G_7,RPL32,23.832,plate5
OCTO_C_10,WD0513,NA,plate5
OCTO_B_9,WD0513,NA,plate5
POP2_HM_5,WD0513,20.1,plate5
OCTO_HM_8,WD0513,NA,plate5
POP2_G_7,WD0513,20.054,plate5
OCTO_C_10,WD0513,NA,plate5
OCTO_C_10,RPL32,28.205,plate5
OCTO_B_9,WD0513,NA,plate5
POP2_HM_5,WD0513,20.374,plate5
OCTO_HM_8,WD0513,NA,plate5
POP2_G_7,WD0513,20.375,plate5
OCTO_B_9,RPL32,28.425,plate5
OCTO_B_9,RPL32,28.166,plate5
POP2_HM_5,RPL32,23.496,plate5
POP2_HM_5,RPL32,23.568,plate5
OCTO_HM_8,RPL32,23.767,plate5
OCTO_HM_8,RPL32,23.748,plate5
POP2_G_7,RPL32,23.833,plate5
POP2_G_1,WSP,20.771,plate6
POP2_HF_6,WSP,22.137,plate6
OCTO_A_10,WSP,27.329,plate6
OCTO_A_10,WSP,27.297,plate6
STD_1,WSP,17.354,plate6
STD_1,WSP,17.974,plate6
STD_1,WSP,17.748,plate6
CSB_Ref_1,WSP,25.114,plate6
CSB_Ref_1,WSP,24.831,plate6
CSB_Ref_1,RPL32,27.542,plate6
CSB_Ref_1,RPL32,27.99,plate6
POP2_G_1,WSP,20.879,plate6
CSB_Ref_1,WD0513,26.132,plate6
CSB_Ref_1,WD0513,26.216,plate6
POP2_F_2,WSP,21.062,plate6
POP2_F_2,WSP,21.111,plate6
CSB_F_9,WSP,22.926,plate6
CSB_F_9,WSP,23.381,plate6
OCTO_F_3,WSP,20.412,plate6
OCTO_F_3,WSP,20.402,plate6
POP2_HF_6,WSP,22.087,plate6
POP2_G_1,RPL32,22.713,plate6
POP2_HF_6,RPL32,24.821,plate6
OCTO_A_10,RPL32,NA,plate6
OCTO_A_10,RPL32,33.989,plate6
POP2_G_1,WD0513,19.305,plate6
POP2_G_1,WD0513,19.338,plate6
POP2_F_2,WD0513,20.086,plate6
POP2_F_2,WD0513,20.466,plate6
CSB_F_9,WD0513,24.441,plate6
CSB_F_9,WD0513,24.456,plate6
OCTO_F_3,WD0513,NA,plate6
POP2_G_1,RPL32,22.834,plate6
OCTO_F_3,WD0513,NA,plate6
POP2_HF_6,WD0513,21.282,plate6
POP2_HF_6,WD0513,21.07,plate6
OCTO_A_10,WD0513,NA,plate6
OCTO_A_10,WD0513,NA,plate6
POP2_F_2,RPL32,22.454,plate6
POP2_F_2,RPL32,22.488,plate6
CSB_F_9,RPL32,22.862,plate6
CSB_F_9,RPL32,22.634,plate6
OCTO_F_3,RPL32,23.674,plate6
OCTO_F_3,RPL32,23.769,plate6
POP2_HF_6,RPL32,24.49,plate6
OCTO_B_6,WSP,24.898,plate6
CSB_D_2,WSP,23.068,plate6
CSB_A_7,WSP,27.248,plate6
CSB_A_7,WSP,27.186,plate6
STD_2,WSP,19.747,plate6
STD_2,WSP,20.011,plate6
STD_2,WSP,20.111,plate6
CSB_Ref_2,WSP,25.43,plate6
CSB_Ref_2,WSP,25.582,plate6
CSB_Ref_2,RPL32,27.817,plate6
CSB_Ref_2,RPL32,27.988,plate6
OCTO_B_6,WSP,25.053,plate6
CSB_Ref_2,WD0513,26.743,plate6
CSB_Ref_2,WD0513,26.73,plate6
OCTO_HF_8,WSP,20.982,plate6
OCTO_HF_8,WSP,20.956,plate6
OCTO_E_9,WSP,20.263,plate6
OCTO_E_9,WSP,20.353,plate6
CSB_HF_3,WSP,22.948,plate6
CSB_HF_3,WSP,23.008,plate6
CSB_D_2,WSP,22.974,plate6
OCTO_B_6,RPL32,26.291,plate6
CSB_D_2,RPL32,22.168,plate6
CSB_A_7,RPL32,NA,plate6
CSB_A_7,RPL32,34.372,plate6
OCTO_B_6,WD0513,NA,plate6
OCTO_B_6,WD0513,NA,plate6
OCTO_HF_8,WD0513,NA,plate6
OCTO_HF_8,WD0513,NA,plate6
OCTO_E_9,WD0513,39.13,plate6
OCTO_E_9,WD0513,NA,plate6
CSB_HF_3,WD0513,24.399,plate6
OCTO_B_6,RPL32,26.416,plate6
CSB_HF_3,WD0513,24.516,plate6
CSB_D_2,WD0513,24.828,plate6
CSB_D_2,WD0513,24.687,plate6
CSB_A_7,WD0513,28.518,plate6
CSB_A_7,WD0513,28.252,plate6
OCTO_HF_8,RPL32,23.149,plate6
OCTO_HF_8,RPL32,23.216,plate6
OCTO_E_9,RPL32,21.428,plate6
OCTO_E_9,RPL32,21.413,plate6
CSB_HF_3,RPL32,23.38,plate6
CSB_HF_3,RPL32,23.337,plate6
CSB_D_2,RPL32,22.291,plate6
POP2_B_9,WSP,25.926,plate6
POP2_F_6,WSP,21.503,plate6
CSB_C_7,WSP,25.982,plate6
CSB_C_7,WSP,25.833,plate6
STD_3,WSP,22.208,plate6
STD_3,WSP,22.218,plate6
STD_3,WSP,21.646,plate6
CSB_Ref_3,WSP,24.934,plate6
CSB_Ref_3,WSP,25.219,plate6
CSB_Ref_3,RPL32,27.375,plate6
CSB_Ref_3,RPL32,27.397,plate6
POP2_B_9,WSP,25.866,plate6
CSB_Ref_3,WD0513,26.317,plate6
CSB_Ref_3,WD0513,26.318,plate6
POP2_E_7,WSP,20.936,plate6
POP2_E_7,WSP,20.828,plate6
CSB_C_10,WSP,26.184,plate6
CSB_C_10,WSP,26.431,plate6
POP2_G_6,WSP,22.351,plate6
POP2_G_6,WSP,22.471,plate6
POP2_F_6,WSP,21.542,plate6
POP2_B_9,RPL32,27.233,plate6
POP2_F_6,RPL32,23.514,plate6
CSB_C_7,RPL32,25.329,plate6
CSB_C_7,RPL32,25.298,plate6
POP2_B_9,WD0513,24.816,plate6
POP2_B_9,WD0513,25.042,plate6
POP2_E_7,WD0513,19.672,plate6
POP2_E_7,WD0513,19.472,plate6
CSB_C_10,WD0513,27.79,plate6
CSB_C_10,WD0513,28.076,plate6
POP2_G_6,WD0513,21.471,plate6
POP2_B_9,RPL32,27.284,plate6
POP2_G_6,WD0513,21.405,plate6
POP2_F_6,WD0513,20.976,plate6
POP2_F_6,WD0513,21.105,plate6
CSB_C_7,WD0513,27.656,plate6
CSB_C_7,WD0513,27.639,plate6
POP2_E_7,RPL32,21.445,plate6
POP2_E_7,RPL32,21.479,plate6
CSB_C_10,RPL32,26.127,plate6
CSB_C_10,RPL32,26.082,plate6
POP2_G_6,RPL32,23.851,plate6
POP2_G_6,RPL32,23.808,plate6
POP2_F_6,RPL32,23.645,plate6
OCTO_HF_6,WSP,20.42,plate6
CSB_B_10,WSP,27.728,plate6
POP2_E_9,WSP,20.206,plate6
POP2_E_9,WSP,20.172,plate6
STD_4,WSP,28.39,plate6
STD_4,WSP,26.501,plate6
STD_4,WSP,27.218,plate6
CSB_Ref_4,WSP,24.927,plate6
CSB_Ref_4,WSP,25.224,plate6
CSB_Ref_4,RPL32,26.399,plate6
CSB_Ref_4,RPL32,26.43,plate6
OCTO_HF_6,WSP,20.387,plate6
CSB_Ref_4,WD0513,26.606,plate6
CSB_Ref_4,WD0513,26.799,plate6
POP2_D_1,WSP,21.354,plate6
POP2_D_1,WSP,21.334,plate6
POP2_HM_8,WSP,21.605,plate6
POP2_HM_8,WSP,21.491,plate6
POP2_HM_4,WSP,22.429,plate6
POP2_HM_4,WSP,22.277,plate6
CSB_B_10,WSP,27.803,plate6
OCTO_HF_6,RPL32,23.545,plate6
CSB_B_10,RPL32,27.893,plate6
POP2_E_9,RPL32,21.301,plate6
POP2_E_9,RPL32,21.177,plate6
OCTO_HF_6,WD0513,NA,plate6
OCTO_HF_6,WD0513,NA,plate6
POP2_D_1,WD0513,19.817,plate6
POP2_D_1,WD0513,19.79,plate6
POP2_HM_8,WD0513,19.56,plate6
POP2_HM_8,WD0513,19.612,plate6
POP2_HM_4,WD0513,20.795,plate6
OCTO_HF_6,RPL32,23.5,plate6
POP2_HM_4,WD0513,20.918,plate6
CSB_B_10,WD0513,29.698,plate6
CSB_B_10,WD0513,29.385,plate6
POP2_E_9,WD0513,19.478,plate6
POP2_D_1,RPL32,22.327,plate6
POP2_D_1,RPL32,22.463,plate6
POP2_HM_8,RPL32,24.571,plate6
POP2_HM_8,RPL32,24.45,plate6
POP2_HM_4,RPL32,24.737,plate6
POP2_HM_4,RPL32,24.889,plate6
CSB_B_10,RPL32,28.242,plate6
CSB_G_9,WSP,22.066,plate6
OCTO_D_9,WSP,21.901,plate6
OCTO_G_7,WSP,21.353,plate6
OCTO_G_7,WSP,21.437,plate6
STD_5,WSP,34.948,plate6
STD_5,WSP,28.167,plate6
STD_5,WSP,33.245,plate6
CSB_Ref_5,WSP,24.172,plate6
CSB_Ref_5,WSP,23.888,plate6
CSB_Ref_5,RPL32,25.535,plate6
CSB_Ref_5,RPL32,25.73,plate6
CSB_G_9,WSP,21.994,plate6
CSB_Ref_5,WD0513,25.329,plate6
CSB_Ref_5,WD0513,25.464,plate6
OCTO_D_2,WSP,21.336,plate6
OCTO_D_2,WSP,21.383,plate6
CSB_D_7,WSP,23.29,plate6
CSB_D_7,WSP,23.177,plate6
CSB_HM_4,WSP,22.947,plate6
CSB_HM_4,WSP,23.112,plate6
OCTO_D_9,WSP,21.116,plate6
CSB_G_9,RPL32,23.427,plate6
OCTO_D_9,RPL32,22.455,plate6
OCTO_G_7,RPL32,23.07,plate6
OCTO_G_7,RPL32,23.088,plate6
CSB_G_9,WD0513,23.261,plate6
CSB_G_9,WD0513,23.363,plate6
OCTO_D_2,WD0513,NA,plate6
OCTO_D_2,WD0513,NA,plate6
CSB_D_7,WD0513,24.486,plate6
CSB_D_7,WD0513,24.446,plate6
CSB_HM_4,WD0513,24.386,plate6
CSB_G_9,RPL32,23.451,plate6
CSB_HM_4,WD0513,24.505,plate6
OCTO_D_9,WD0513,NA,plate6
OCTO_D_9,WD0513,NA,plate6
OCTO_G_7,WD0513,NA,plate6
OCTO_G_7,WD0513,39.112,plate6
OCTO_D_2,RPL32,22.078,plate6
OCTO_D_2,RPL32,22.232,plate6
CSB_D_7,RPL32,22.47,plate6
CSB_D_7,RPL32,22.367,plate6
CSB_HM_4,RPL32,24.229,plate6
CSB_HM_4,RPL32,24.221,plate6
OCTO_D_9,RPL32,22.366,plate6
CSB_E_10,WSP,22.211,plate6
CSB_B_4,WSP,29.924,plate6
STD_6,WSP,38.739,plate6
STD_6,WSP,38.385,plate6
STD_6,WSP,36.532,plate6
CSB_Ref_6,WSP,25.178,plate6
CSB_Ref_6,WSP,25.187,plate6
CSB_Ref_6,RPL32,26.311,plate6
CSB_Ref_6,RPL32,25.516,plate6
CSB_E_10,WSP,22.237,plate6
CSB_Ref_6,WD0513,26.804,plate6
CSB_Ref_6,WD0513,26.6,plate6
OCTO_B_1,WSP,26.651,plate6
OCTO_B_1,WSP,26.615,plate6
POP2_A_9,WSP,27.425,plate6
POP2_A_9,WSP,27.503,plate6
OCTO_G_3,WSP,27.369,plate6
OCTO_G_3,WSP,27.315,plate6
CSB_B_4,WSP,30.665,plate6
CSB_E_10,RPL32,22.221,plate6
CSB_B_4,RPL32,30.932,plate6
CSB_E_10,WD0513,23.58,plate6
CSB_E_10,WD0513,23.523,plate6
OCTO_B_1,WD0513,NA,plate6
OCTO_B_1,WD0513,NA,plate6
POP2_A_9,WD0513,26.387,plate6
POP2_A_9,WD0513,26.268,plate6
OCTO_G_3,WD0513,NA,plate6
CSB_E_10,RPL32,21.984,plate6
OCTO_G_3,WD0513,NA,plate6
CSB_B_4,WD0513,31.465,plate6
CSB_B_4,WD0513,31.749,plate6
OCTO_B_1,RPL32,27.367,plate6
OCTO_B_1,RPL32,27.408,plate6
POP2_A_9,RPL32,31.74,plate6
POP2_A_9,RPL32,33.1,plate6
OCTO_G_3,RPL32,31.268,plate6
OCTO_G_3,RPL32,30.478,plate6
CSB_B_4,RPL32,30.41,plate6
OCTO_HF_10,WSP,20.485,plate6
CSB_G_1,WSP,21.526,plate6
STD_7,WSP,37.817,plate6
STD_7,WSP,38.644,plate6
STD_7,WSP,37.227,plate6
OCTO_HF_10,WSP,20.549,plate6
OCTO_HM_3,WSP,19.972,plate6
OCTO_HM_3,WSP,20.391,plate6
OCTO_C_8,WSP,24.966,plate6
OCTO_C_8,WSP,24.783,plate6
POP2_C_10,WSP,37.771,plate6
POP2_C_10,WSP,35.169,plate6
CSB_G_1,WSP,21.691,plate6
OCTO_HF_10,RPL32,23.312,plate6
CSB_G_1,RPL32,23.657,plate6
OCTO_HF_10,WD0513,NA,plate6
OCTO_HF_10,WD0513,NA,plate6
OCTO_HM_3,WD0513,NA,plate6
OCTO_HM_3,WD0513,38.456,plate6
OCTO_C_8,WD0513,NA,plate6
OCTO_C_8,WD0513,NA,plate6
POP2_C_10,WD0513,NA,plate6
OCTO_HF_10,RPL32,23.147,plate6
POP2_C_10,WD0513,NA,plate6
CSB_G_1,WD0513,23.08,plate6
CSB_G_1,WD0513,22.999,plate6
OCTO_HM_3,RPL32,24.339,plate6
OCTO_HM_3,RPL32,24.617,plate6
OCTO_C_8,RPL32,25.994,plate6
OCTO_C_8,RPL32,25.712,plate6
POP2_C_10,RPL32,NA,plate6
POP2_C_10,RPL32,NA,plate6
CSB_G_1,RPL32,23.858,plate6
CSB_F_7,WSP,21.502,plate6
CSB_A_8,WSP,27.735,plate6
CSB_F_7,WSP,20.953,plate6
POP2_HF_5,WSP,20.747,plate6
POP2_HF_5,WSP,20.792,plate6
POP2_B_1,WSP,26.559,plate6
POP2_B_1,WSP,26.532,plate6
OCTO_F_9,WSP,20.563,plate6
OCTO_F_9,WSP,20.582,plate6
CSB_A_8,WSP,27.771,plate6
CSB_F_7,RPL32,22.498,plate6
CSB_A_8,RPL32,34.501,plate6
CSB_F_7,WD0513,22.971,plate6
CSB_F_7,WD0513,23.059,plate6
POP2_HF_5,WD0513,19.481,plate6
POP2_HF_5,WD0513,19.572,plate6
POP2_B_1,WD0513,25.696,plate6
POP2_B_1,WD0513,25.606,plate6
OCTO_F_9,WD0513,NA,plate6
CSB_F_7,RPL32,22.593,plate6
OCTO_F_9,WD0513,NA,plate6
CSB_A_8,WD0513,29.327,plate6
CSB_A_8,WD0513,29.13,plate6
POP2_HF_5,RPL32,23.35,plate6
POP2_HF_5,RPL32,23.453,plate6
POP2_B_1,RPL32,27.876,plate6
POP2_B_1,RPL32,27.708,plate6
OCTO_F_9,RPL32,22.498,plate6
OCTO_F_9,RPL32,22.474,plate6
CSB_A_8,RPL32,36.418,plate6
