sample,gene,cts,generation
POPH_2,WD0513,14.426,27
POPH_2,WD0513,14.485,25
POPH_2,WD0513,14.59,25
POPH_2,WD0513,15.006,22
POPH_2,WD0513,15.095,21
POPH_2,WD0513,15.105,12
POPH_2,WD0513,15.11,21
POPH_2,WD0513,15.115,12
POPH_2,WD0513,15.226,22
POPH_2,WD0513,15.248,10
POPH_2,WD0513,15.266,26
POPH_2,WD0513,15.267,9
POPH_2,WD0513,15.305,26
POPH_2,WD0513,15.308,10
POPH_2,WD0513,15.313,9
POPH_2,WD0513,15.459,20
POPH_2,WD0513,15.473,20
POPH_2,WD0513,15.482,11
POPH_2,WD0513,15.522,11
POPH_2,WD0513,15.548,29
POPH_2,WD0513,15.571,23
POPH_2,WD0513,15.619,29
POPH_2,WD0513,15.642,23
POPH_2,WD0513,16.09,18
POPH_2,WD0513,16.118,7
POPH_2,WD0513,16.122,18
POPH_2,WD0513,16.271,7
POPH_2,WD0513,16.299,2
POPH_2,WD0513,16.346,2
POPH_2,WD0513,16.431,13
POPH_2,WD0513,16.652,13
POPH_2,WD0513,16.688,4
POPH_2,WD0513,16.772,4
POPH_2,WD0513,22.443,19
POPH_2,WD0513,22.604,19
POPH_2,WD0513,NA,14
POPH_2,WSP,16.5,6
POPH_2,WSP,16.692,6
POPH_2,WSP,17.172,5
POPH_2,WSP,17.263,14
POPH_2,WSP,17.324,5
POPH_2,WSP,17.345,14
POPH_2,WSP,17.401,15
POPH_2,WSP,17.648,9
POPH_2,WSP,17.659,28
POPH_2,WSP,17.735,28
POPH_2,WSP,17.782,9
POPH_2,WSP,17.819,15
POPH_2,WSP,17.876,26
POPH_2,WSP,17.901,26
POPH_2,WSP,18.071,20
POPH_2,WSP,18.08,20
POPH_2,WSP,18.096,23
POPH_2,WSP,18.159,24
POPH_2,WSP,18.178,24
POPH_2,WSP,18.371,23
POPH_2,WSP,18.399,27
POPH_2,WSP,18.415,21
POPH_2,WSP,18.435,11
POPH_2,WSP,18.444,21
POPH_2,WSP,18.453,11
POPH_2,WSP,18.462,27
POPH_2,WSP,18.589,16
POPH_2,WSP,18.623,8
POPH_2,WSP,18.632,16
POPH_2,WSP,18.699,29
POPH_2,WSP,18.714,29
POPH_2,WSP,18.849,18
POPH_2,WSP,18.849,30
POPH_2,WSP,18.871,22
POPH_2,WSP,18.94,8
POPH_2,WSP,18.944,18
POPH_2,WSP,18.946,30
POPH_2,WSP,18.959,17
POPH_2,WSP,19.146,22
POPH_2,WSP,19.401,3
POPH_2,WSP,19.402,2
POPH_2,WSP,19.454,25
POPH_2,WSP,19.474,2
POPH_2,WSP,19.479,3
POPH_2,WSP,19.491,12
POPH_2,WSP,19.541,17
POPH_2,WSP,19.579,12
POPH_2,WSP,19.633,25
POPH_2,WSP,20.109,7
POPH_2,WSP,20.131,10
POPH_2,WSP,20.201,7
POPH_2,WSP,20.267,10
POPH_2,WSP,20.609,13
POPH_2,WSP,20.869,13
POPH_2,WSP,21.115,4
POPH_2,WSP,21.118,4
POPH_2,WSP,22.128,19
POPH_2,WSP,22.184,19
POPH_3,WD0513,12.972,15
POPH_3,WD0513,12.975,15
POPH_3,WD0513,12.985,14
POPH_3,WD0513,13.119,14
POPH_3,WD0513,13.23,3
POPH_3,WD0513,13.313,5
POPH_3,WD0513,13.332,5
POPH_3,WD0513,13.391,3
POPH_3,WD0513,13.44,27
POPH_3,WD0513,13.472,6
POPH_3,WD0513,13.509,6
POPH_3,WD0513,13.613,27
POPH_3,WD0513,13.652,8
POPH_3,WD0513,13.652,16
POPH_3,WD0513,13.723,8
POPH_3,WD0513,13.745,17
POPH_3,WD0513,13.758,17
POPH_3,WD0513,13.898,28
POPH_3,WD0513,13.901,28
POPH_3,WD0513,13.944,21
POPH_3,WD0513,13.974,16
POPH_3,WD0513,14.019,21
POPH_3,WD0513,14.256,25
POPH_3,WD0513,14.413,24
POPH_3,WD0513,14.422,24
POPH_3,WD0513,14.549,25
POPH_3,WD0513,14.862,12
POPH_3,WD0513,14.924,12
POPH_3,WD0513,14.995,10
POPH_3,WD0513,14.999,10
POPH_3,WD0513,15.031,20
POPH_3,WD0513,15.062,20
POPH_3,WD0513,15.206,23
POPH_3,WD0513,15.218,2
POPH_3,WD0513,15.24,30
POPH_3,WD0513,15.313,23
POPH_3,WD0513,15.337,2
POPH_3,WD0513,15.381,29
POPH_3,WD0513,15.383,30
POPH_3,WD0513,15.574,13
POPH_3,WD0513,15.6,13
POPH_3,WD0513,15.62,7
POPH_3,WD0513,15.641,29
POPH_3,WD0513,15.683,7
POPH_3,WD0513,15.747,26
POPH_3,WD0513,15.897,26
POPH_3,WD0513,15.973,18
POPH_3,WD0513,16.01,9
POPH_3,WD0513,16.025,9
POPH_3,WD0513,16.071,18
POPH_3,WD0513,16.3,22
POPH_3,WD0513,16.366,22
POPH_3,WD0513,16.367,4
POPH_3,WD0513,16.389,4
POPH_3,WD0513,16.652,19
POPH_3,WD0513,16.656,19
POPH_3,WD0513,16.86,11
POPH_3,WD0513,16.901,11
POPH_3,WSP,16.821,6
POPH_3,WSP,16.844,6
POPH_3,WSP,17.008,5
POPH_3,WSP,17.136,14
POPH_3,WSP,17.164,5
POPH_3,WSP,17.206,14
POPH_3,WSP,17.488,21
POPH_3,WSP,17.62,15
POPH_3,WSP,17.651,28
POPH_3,WSP,17.735,21
POPH_3,WSP,17.785,15
POPH_3,WSP,17.966,27
POPH_3,WSP,17.971,23
POPH_3,WSP,17.973,16
POPH_3,WSP,17.979,20
POPH_3,WSP,18.014,23
POPH_3,WSP,18.015,20
POPH_3,WSP,18.018,16
POPH_3,WSP,18.084,28
POPH_3,WSP,18.09,27
POPH_3,WSP,18.174,9
POPH_3,WSP,18.201,9
POPH_3,WSP,18.325,8
POPH_3,WSP,18.363,8
POPH_3,WSP,18.471,24
POPH_3,WSP,18.557,26
POPH_3,WSP,18.607,3
POPH_3,WSP,18.62,2
POPH_3,WSP,18.65,24
POPH_3,WSP,18.682,2
POPH_3,WSP,18.727,29
POPH_3,WSP,18.757,26
POPH_3,WSP,18.784,17
POPH_3,WSP,18.803,29
POPH_3,WSP,18.81,17
POPH_3,WSP,18.869,3
POPH_3,WSP,19.078,18
POPH_3,WSP,19.233,18
POPH_3,WSP,19.3,25
POPH_3,WSP,19.339,12
POPH_3,WSP,19.352,12
POPH_3,WSP,19.362,7
POPH_3,WSP,19.363,7
POPH_3,WSP,19.363,25
POPH_3,WSP,19.451,19
POPH_3,WSP,19.495,19
POPH_3,WSP,19.789,30
POPH_3,WSP,19.79,13
POPH_3,WSP,19.853,30
POPH_3,WSP,19.888,13
POPH_3,WSP,19.9,22
POPH_3,WSP,19.91,22
POPH_3,WSP,20.012,10
POPH_3,WSP,20.065,10
POPH_3,WSP,20.107,11
POPH_3,WSP,20.148,11
POPH_3,WSP,20.554,4
POPH_3,WSP,20.644,4
POPH_4,WD0513,12.533,6
POPH_4,WD0513,12.625,6
POPH_4,WD0513,13.235,15
POPH_4,WD0513,13.266,14
POPH_4,WD0513,13.286,5
POPH_4,WD0513,13.312,15
POPH_4,WD0513,13.334,14
POPH_4,WD0513,13.365,5
POPH_4,WD0513,13.445,28
POPH_4,WD0513,13.531,28
POPH_4,WD0513,13.572,3
POPH_4,WD0513,13.611,3
POPH_4,WD0513,13.711,24
POPH_4,WD0513,13.818,16
POPH_4,WD0513,13.818,21
POPH_4,WD0513,13.895,16
POPH_4,WD0513,13.911,18
POPH_4,WD0513,13.925,21
POPH_4,WD0513,13.995,27
POPH_4,WD0513,14.165,24
POPH_4,WD0513,14.171,27
POPH_4,WD0513,14.264,8
POPH_4,WD0513,14.303,17
POPH_4,WD0513,14.337,17
POPH_4,WD0513,14.36,8
POPH_4,WD0513,14.437,23
POPH_4,WD0513,14.49,23
POPH_4,WD0513,14.491,25
POPH_4,WD0513,14.542,30
POPH_4,WD0513,14.547,18
POPH_4,WD0513,14.668,30
POPH_4,WD0513,14.701,25
POPH_4,WD0513,14.979,26
POPH_4,WD0513,15.052,26
POPH_4,WD0513,15.102,10
POPH_4,WD0513,15.238,10
POPH_4,WD0513,15.308,12
POPH_4,WD0513,15.372,12
POPH_4,WD0513,15.413,29
POPH_4,WD0513,15.458,22
POPH_4,WD0513,15.463,22
POPH_4,WD0513,15.487,20
POPH_4,WD0513,15.502,29
POPH_4,WD0513,15.548,20
POPH_4,WD0513,15.671,7
POPH_4,WD0513,15.686,7
POPH_4,WD0513,15.804,9
POPH_4,WD0513,15.853,13
POPH_4,WD0513,15.92,9
POPH_4,WD0513,15.967,2
POPH_4,WD0513,16.016,2
POPH_4,WD0513,16.055,13
POPH_4,WD0513,16.303,11
POPH_4,WD0513,16.494,11
POPH_4,WD0513,16.579,4
POPH_4,WD0513,16.635,4
POPH_4,WD0513,19.179,19
POPH_4,WD0513,19.411,19
POPH_4,WSP,16.126,6
POPH_4,WSP,16.295,6
POPH_4,WSP,16.777,14
POPH_4,WSP,16.906,14
POPH_4,WSP,17.069,23
POPH_4,WSP,17.116,23
POPH_4,WSP,17.214,5
POPH_4,WSP,17.227,5
POPH_4,WSP,17.297,28
POPH_4,WSP,17.364,28
POPH_4,WSP,17.4,21
POPH_4,WSP,17.558,21
POPH_4,WSP,17.763,26
POPH_4,WSP,17.818,24
POPH_4,WSP,17.84,15
POPH_4,WSP,17.86,26
POPH_4,WSP,17.874,18
POPH_4,WSP,17.91,24
POPH_4,WSP,17.936,15
POPH_4,WSP,18.168,16
POPH_4,WSP,18.247,16
POPH_4,WSP,18.339,20
POPH_4,WSP,18.34,9
POPH_4,WSP,18.417,20
POPH_4,WSP,18.446,27
POPH_4,WSP,18.537,9
POPH_4,WSP,18.604,27
POPH_4,WSP,18.634,29
POPH_4,WSP,18.732,29
POPH_4,WSP,18.88,8
POPH_4,WSP,18.953,8
POPH_4,WSP,19.106,2
POPH_4,WSP,19.153,2
POPH_4,WSP,19.182,3
POPH_4,WSP,19.218,18
POPH_4,WSP,19.272,7
POPH_4,WSP,19.285,30
POPH_4,WSP,19.315,7
POPH_4,WSP,19.371,30
POPH_4,WSP,19.402,3
POPH_4,WSP,19.416,11
POPH_4,WSP,19.419,22
POPH_4,WSP,19.437,25
POPH_4,WSP,19.447,12
POPH_4,WSP,19.453,12
POPH_4,WSP,19.577,22
POPH_4,WSP,19.602,11
POPH_4,WSP,19.622,17
POPH_4,WSP,19.637,25
POPH_4,WSP,19.671,17
POPH_4,WSP,20.059,13
POPH_4,WSP,20.068,10
POPH_4,WSP,20.131,10
POPH_4,WSP,20.174,13
POPH_4,WSP,20.206,19
POPH_4,WSP,20.248,19
POPH_4,WSP,21.033,4
POPH_4,WSP,21.306,4
POPH_5,WD0513,12.952,17
POPH_5,WD0513,12.966,17
POPH_5,WD0513,13.116,3
POPH_5,WD0513,13.166,5
POPH_5,WD0513,13.239,5
POPH_5,WD0513,13.358,6
POPH_5,WD0513,13.36,6
POPH_5,WD0513,13.435,3
POPH_5,WD0513,13.452,15
POPH_5,WD0513,13.515,27
POPH_5,WD0513,13.54,27
POPH_5,WD0513,13.542,16
POPH_5,WD0513,13.675,25
POPH_5,WD0513,13.692,16
POPH_5,WD0513,13.701,25
POPH_5,WD0513,13.702,14
POPH_5,WD0513,13.711,15
POPH_5,WD0513,13.846,14
POPH_5,WD0513,13.899,24
POPH_5,WD0513,13.922,24
POPH_5,WD0513,14.158,28
POPH_5,WD0513,14.17,28
POPH_5,WD0513,14.43,8
POPH_5,WD0513,14.563,30
POPH_5,WD0513,14.575,30
POPH_5,WD0513,14.576,8
POPH_5,WD0513,14.888,26
POPH_5,WD0513,14.904,12
POPH_5,WD0513,14.916,10
POPH_5,WD0513,14.918,12
POPH_5,WD0513,14.963,10
POPH_5,WD0513,14.998,26
POPH_5,WD0513,15.206,7
POPH_5,WD0513,15.209,20
POPH_5,WD0513,15.397,7
POPH_5,WD0513,15.442,20
POPH_5,WD0513,15.557,22
POPH_5,WD0513,15.574,29
POPH_5,WD0513,15.609,29
POPH_5,WD0513,15.709,11
POPH_5,WD0513,15.743,22
POPH_5,WD0513,15.747,18
POPH_5,WD0513,15.777,18
POPH_5,WD0513,15.786,2
POPH_5,WD0513,15.804,11
POPH_5,WD0513,15.84,2
POPH_5,WD0513,15.984,13
POPH_5,WD0513,16.155,23
POPH_5,WD0513,16.215,13
POPH_5,WD0513,16.298,23
POPH_5,WD0513,16.428,4
POPH_5,WD0513,16.435,4
POPH_5,WD0513,16.705,19
POPH_5,WD0513,16.721,19
POPH_5,WD0513,17.621,9
POPH_5,WD0513,17.873,9
POPH_5,WSP,16.531,6
POPH_5,WSP,16.581,6
POPH_5,WSP,17.075,5
POPH_5,WSP,17.155,5
POPH_5,WSP,17.507,14
POPH_5,WSP,17.574,26
POPH_5,WSP,17.66,16
POPH_5,WSP,17.702,16
POPH_5,WSP,17.758,27
POPH_5,WSP,17.798,27
POPH_5,WSP,17.803,26
POPH_5,WSP,17.831,14
POPH_5,WSP,17.848,24
POPH_5,WSP,17.88,24
POPH_5,WSP,17.897,28
POPH_5,WSP,17.925,17
POPH_5,WSP,17.94,20
POPH_5,WSP,18.001,17
POPH_5,WSP,18.012,21
POPH_5,WSP,18.125,21
POPH_5,WSP,18.148,20
POPH_5,WSP,18.192,15
POPH_5,WSP,18.194,18
POPH_5,WSP,18.252,18
POPH_5,WSP,18.412,28
POPH_5,WSP,18.448,15
POPH_5,WSP,18.538,3
POPH_5,WSP,18.577,25
POPH_5,WSP,18.66,11
POPH_5,WSP,18.737,11
POPH_5,WSP,18.773,3
POPH_5,WSP,18.804,2
POPH_5,WSP,18.852,23
POPH_5,WSP,18.858,25
POPH_5,WSP,18.884,23
POPH_5,WSP,19.043,29
POPH_5,WSP,19.056,30
POPH_5,WSP,19.101,29
POPH_5,WSP,19.115,7
POPH_5,WSP,19.2,30
POPH_5,WSP,19.212,2
POPH_5,WSP,19.212,8
POPH_5,WSP,19.218,8
POPH_5,WSP,19.274,19
POPH_5,WSP,19.341,12
POPH_5,WSP,19.342,19
POPH_5,WSP,19.383,7
POPH_5,WSP,19.431,12
POPH_5,WSP,19.595,22
POPH_5,WSP,19.753,22
POPH_5,WSP,20.046,10
POPH_5,WSP,20.134,9
POPH_5,WSP,20.161,10
POPH_5,WSP,20.285,13
POPH_5,WSP,20.342,9
POPH_5,WSP,20.354,13
POPH_5,WSP,20.763,4
POPH_5,WSP,20.93,4
POPH_6,WD0513,13.132,3
POPH_6,WD0513,13.2,3
POPH_6,WD0513,13.28,27
POPH_6,WD0513,13.353,21
POPH_6,WD0513,13.364,21
POPH_6,WD0513,13.47,27
POPH_6,WD0513,13.773,5
POPH_6,WD0513,13.975,6
POPH_6,WD0513,13.984,8
POPH_6,WD0513,14.015,5
POPH_6,WD0513,14.133,6
POPH_6,WD0513,14.149,24
POPH_6,WD0513,14.156,8
POPH_6,WD0513,14.209,24
POPH_6,WD0513,14.452,16
POPH_6,WD0513,14.46,17
POPH_6,WD0513,14.463,16
POPH_6,WD0513,14.497,17
POPH_6,WD0513,14.74,30
POPH_6,WD0513,14.744,30
POPH_6,WD0513,14.745,23
POPH_6,WD0513,14.828,23
POPH_6,WD0513,14.843,25
POPH_6,WD0513,14.847,28
POPH_6,WD0513,14.861,25
POPH_6,WD0513,14.892,28
POPH_6,WD0513,15.331,10
POPH_6,WD0513,15.342,10
POPH_6,WD0513,15.343,20
POPH_6,WD0513,15.345,29
POPH_6,WD0513,15.369,26
POPH_6,WD0513,15.384,20
POPH_6,WD0513,15.462,26
POPH_6,WD0513,15.482,7
POPH_6,WD0513,15.51,29
POPH_6,WD0513,15.652,18
POPH_6,WD0513,15.657,7
POPH_6,WD0513,15.744,9
POPH_6,WD0513,15.783,9
POPH_6,WD0513,15.811,4
POPH_6,WD0513,15.834,18
POPH_6,WD0513,15.935,4
POPH_6,WD0513,16,11
POPH_6,WD0513,16.122,11
POPH_6,WD0513,17.23,19
POPH_6,WD0513,17.357,19
POPH_6,WSP,17.075,21
POPH_6,WSP,17.231,21
POPH_6,WSP,17.389,23
POPH_6,WSP,17.425,23
POPH_6,WSP,17.657,6
POPH_6,WSP,17.687,6
POPH_6,WSP,17.781,5
POPH_6,WSP,17.811,5
POPH_6,WSP,18.088,27
POPH_6,WSP,18.146,27
POPH_6,WSP,18.193,9
POPH_6,WSP,18.23,20
POPH_6,WSP,18.337,26
POPH_6,WSP,18.363,20
POPH_6,WSP,18.373,9
POPH_6,WSP,18.397,24
POPH_6,WSP,18.42,26
POPH_6,WSP,18.441,24
POPH_6,WSP,18.445,28
POPH_6,WSP,18.486,8
POPH_6,WSP,18.581,28
POPH_6,WSP,18.634,29
POPH_6,WSP,18.653,8
POPH_6,WSP,18.726,18
POPH_6,WSP,18.735,16
POPH_6,WSP,18.74,3
POPH_6,WSP,18.755,3
POPH_6,WSP,18.779,18
POPH_6,WSP,18.811,16
POPH_6,WSP,18.827,29
POPH_6,WSP,18.947,11
POPH_6,WSP,18.962,19
POPH_6,WSP,18.967,11
POPH_6,WSP,19.333,19
POPH_6,WSP,19.38,30
POPH_6,WSP,19.417,30
POPH_6,WSP,19.482,17
POPH_6,WSP,19.513,7
POPH_6,WSP,19.534,7
POPH_6,WSP,19.575,17
POPH_6,WSP,19.599,25
POPH_6,WSP,19.745,25
POPH_6,WSP,19.873,4
POPH_6,WSP,20.08,4
POPH_6,WSP,20.484,10
POPH_6,WSP,20.54,10
POPH_7,WD0513,12.888,3
POPH_7,WD0513,12.94,3
POPH_7,WD0513,13.66,27
POPH_7,WD0513,13.669,27
POPH_7,WD0513,13.754,17
POPH_7,WD0513,13.86,30
POPH_7,WD0513,13.867,24
POPH_7,WD0513,13.88,21
POPH_7,WD0513,13.912,24
POPH_7,WD0513,13.944,21
POPH_7,WD0513,13.944,30
POPH_7,WD0513,14.005,16
POPH_7,WD0513,14.094,28
POPH_7,WD0513,14.138,28
POPH_7,WD0513,14.171,17
POPH_7,WD0513,14.427,16
POPH_7,WD0513,14.468,5
POPH_7,WD0513,14.621,25
POPH_7,WD0513,14.63,25
POPH_7,WD0513,14.724,5
POPH_7,WD0513,14.765,10
POPH_7,WD0513,14.808,6
POPH_7,WD0513,14.836,10
POPH_7,WD0513,14.861,6
POPH_7,WD0513,14.926,23
POPH_7,WD0513,14.95,23
POPH_7,WD0513,15.167,29
POPH_7,WD0513,15.424,29
POPH_7,WD0513,15.529,20
POPH_7,WD0513,15.548,20
POPH_7,WD0513,15.639,26
POPH_7,WD0513,15.763,26
POPH_7,WD0513,15.963,4
POPH_7,WD0513,16,7
POPH_7,WD0513,16.013,7
POPH_7,WD0513,16.046,11
POPH_7,WD0513,16.107,4
POPH_7,WD0513,16.157,11
POPH_7,WD0513,16.159,18
POPH_7,WD0513,16.264,18
POPH_7,WD0513,17.255,19
POPH_7,WD0513,17.487,19
POPH_7,WD0513,17.953,9
POPH_7,WD0513,17.963,9
POPH_7,WSP,17.322,21
POPH_7,WSP,17.505,23
POPH_7,WSP,17.509,21
POPH_7,WSP,17.606,23
POPH_7,WSP,17.721,28
POPH_7,WSP,17.848,24
POPH_7,WSP,17.848,28
POPH_7,WSP,17.894,6
POPH_7,WSP,17.913,20
POPH_7,WSP,17.929,24
POPH_7,WSP,17.939,20
POPH_7,WSP,17.955,27
POPH_7,WSP,17.96,6
POPH_7,WSP,18.388,5
POPH_7,WSP,18.401,26
POPH_7,WSP,18.476,27
POPH_7,WSP,18.483,3
POPH_7,WSP,18.484,5
POPH_7,WSP,18.497,3
POPH_7,WSP,18.532,30
POPH_7,WSP,18.537,29
POPH_7,WSP,18.575,29
POPH_7,WSP,18.577,30
POPH_7,WSP,18.582,16
POPH_7,WSP,18.582,26
POPH_7,WSP,18.749,16
POPH_7,WSP,18.932,11
POPH_7,WSP,18.946,18
POPH_7,WSP,19.011,11
POPH_7,WSP,19.054,18
POPH_7,WSP,19.073,17
POPH_7,WSP,19.16,17
POPH_7,WSP,19.42,25
POPH_7,WSP,19.455,25
POPH_7,WSP,19.754,7
POPH_7,WSP,19.92,7
POPH_7,WSP,19.953,10
POPH_7,WSP,19.959,10
POPH_7,WSP,20.091,19
POPH_7,WSP,20.13,19
POPH_7,WSP,20.422,9
POPH_7,WSP,20.487,9
POPH_7,WSP,20.583,4
POPH_7,WSP,20.612,4
POPH_8,WD0513,13.433,6
POPH_8,WD0513,13.452,6
POPH_8,WD0513,13.482,28
POPH_8,WD0513,13.665,10
POPH_8,WD0513,13.776,3
POPH_8,WD0513,13.785,10
POPH_8,WD0513,13.822,3
POPH_8,WD0513,13.848,28
POPH_8,WD0513,13.925,16
POPH_8,WD0513,14.045,16
POPH_8,WD0513,14.066,24
POPH_8,WD0513,14.166,27
POPH_8,WD0513,14.174,17
POPH_8,WD0513,14.175,24
POPH_8,WD0513,14.207,17
POPH_8,WD0513,14.337,27
POPH_8,WD0513,14.349,8
POPH_8,WD0513,14.367,30
POPH_8,WD0513,14.496,30
POPH_8,WD0513,14.513,8
POPH_8,WD0513,14.631,23
POPH_8,WD0513,14.648,23
POPH_8,WD0513,14.709,5
POPH_8,WD0513,14.736,5
POPH_8,WD0513,14.881,21
POPH_8,WD0513,14.915,21
POPH_8,WD0513,15,25
POPH_8,WD0513,15.193,25
POPH_8,WD0513,15.218,29
POPH_8,WD0513,15.339,29
POPH_8,WD0513,15.641,20
POPH_8,WD0513,15.645,9
POPH_8,WD0513,15.68,9
POPH_8,WD0513,15.702,4
POPH_8,WD0513,15.76,20
POPH_8,WD0513,15.767,4
POPH_8,WD0513,15.808,26
POPH_8,WD0513,15.876,26
POPH_8,WD0513,15.901,7
POPH_8,WD0513,15.934,7
POPH_8,WD0513,15.969,11
POPH_8,WD0513,16.123,11
POPH_8,WD0513,16.368,19
POPH_8,WD0513,16.398,18
POPH_8,WD0513,16.419,18
POPH_8,WD0513,16.524,19
POPH_8,WSP,16.737,6
POPH_8,WSP,16.856,6
POPH_8,WSP,17.298,23
POPH_8,WSP,17.468,28
POPH_8,WSP,17.496,23
POPH_8,WSP,17.511,28
POPH_8,WSP,17.982,24
POPH_8,WSP,18.084,24
POPH_8,WSP,18.111,5
POPH_8,WSP,18.115,27
POPH_8,WSP,18.125,9
POPH_8,WSP,18.203,27
POPH_8,WSP,18.21,21
POPH_8,WSP,18.232,9
POPH_8,WSP,18.264,5
POPH_8,WSP,18.349,20
POPH_8,WSP,18.371,20
POPH_8,WSP,18.386,21
POPH_8,WSP,18.39,29
POPH_8,WSP,18.417,29
POPH_8,WSP,18.422,16
POPH_8,WSP,18.63,26
POPH_8,WSP,18.707,26
POPH_8,WSP,18.777,11
POPH_8,WSP,18.81,10
POPH_8,WSP,18.817,11
POPH_8,WSP,18.82,10
POPH_8,WSP,18.904,30
POPH_8,WSP,19,8
POPH_8,WSP,19.041,17
POPH_8,WSP,19.064,8
POPH_8,WSP,19.161,30
POPH_8,WSP,19.165,19
POPH_8,WSP,19.191,19
POPH_8,WSP,19.274,18
POPH_8,WSP,19.368,17
POPH_8,WSP,19.385,3
POPH_8,WSP,19.403,3
POPH_8,WSP,19.445,18
POPH_8,WSP,19.775,7
POPH_8,WSP,19.875,25
POPH_8,WSP,19.937,25
POPH_8,WSP,19.965,7
POPH_8,WSP,20.101,4
POPH_8,WSP,20.105,4
POPH_9,WD0513,13.519,3
POPH_9,WD0513,13.525,5
POPH_9,WD0513,13.529,3
POPH_9,WD0513,13.591,5
POPH_9,WD0513,13.824,17
POPH_9,WD0513,13.888,27
POPH_9,WD0513,13.943,17
POPH_9,WD0513,13.955,27
POPH_9,WD0513,14.162,10
POPH_9,WD0513,14.215,21
POPH_9,WD0513,14.218,8
POPH_9,WD0513,14.247,8
POPH_9,WD0513,14.272,10
POPH_9,WD0513,14.362,25
POPH_9,WD0513,14.363,24
POPH_9,WD0513,14.419,21
POPH_9,WD0513,14.545,28
POPH_9,WD0513,14.573,24
POPH_9,WD0513,14.633,28
POPH_9,WD0513,14.742,29
POPH_9,WD0513,14.757,25
POPH_9,WD0513,14.807,29
POPH_9,WD0513,14.911,6
POPH_9,WD0513,14.945,6
POPH_9,WD0513,14.993,20
POPH_9,WD0513,15.045,26
POPH_9,WD0513,15.068,20
POPH_9,WD0513,15.249,16
POPH_9,WD0513,15.266,30
POPH_9,WD0513,15.281,26
POPH_9,WD0513,15.293,16
POPH_9,WD0513,15.306,30
POPH_9,WD0513,15.504,23
POPH_9,WD0513,15.635,11
POPH_9,WD0513,15.645,11
POPH_9,WD0513,15.759,23
POPH_9,WD0513,15.813,9
POPH_9,WD0513,15.912,9
POPH_9,WD0513,15.922,18
POPH_9,WD0513,15.951,4
POPH_9,WD0513,15.973,18
POPH_9,WD0513,16.038,4
POPH_9,WD0513,16.424,7
POPH_9,WD0513,16.446,7
POPH_9,WD0513,17.103,19
POPH_9,WD0513,17.135,19
POPH_9,WSP,17.108,5
POPH_9,WSP,17.174,5
POPH_9,WSP,17.716,20
POPH_9,WSP,17.723,26
POPH_9,WSP,17.809,26
POPH_9,WSP,17.874,6
POPH_9,WSP,17.901,20
POPH_9,WSP,17.909,21
POPH_9,WSP,18.007,6
POPH_9,WSP,18.079,21
POPH_9,WSP,18.103,29
POPH_9,WSP,18.13,29
POPH_9,WSP,18.173,27
POPH_9,WSP,18.217,27
POPH_9,WSP,18.218,28
POPH_9,WSP,18.277,23
POPH_9,WSP,18.287,9
POPH_9,WSP,18.334,28
POPH_9,WSP,18.348,24
POPH_9,WSP,18.4,23
POPH_9,WSP,18.428,24
POPH_9,WSP,18.432,9
POPH_9,WSP,18.555,11
POPH_9,WSP,18.618,11
POPH_9,WSP,18.744,8
POPH_9,WSP,18.818,8
POPH_9,WSP,18.995,3
POPH_9,WSP,19.009,10
POPH_9,WSP,19.027,3
POPH_9,WSP,19.06,10
POPH_9,WSP,19.154,17
POPH_9,WSP,19.166,18
POPH_9,WSP,19.186,18
POPH_9,WSP,19.278,17
POPH_9,WSP,19.469,16
POPH_9,WSP,19.49,25
POPH_9,WSP,19.51,16
POPH_9,WSP,19.511,19
POPH_9,WSP,19.537,19
POPH_9,WSP,19.556,25
POPH_9,WSP,20.018,30
POPH_9,WSP,20.078,30
POPH_9,WSP,20.368,7
POPH_9,WSP,20.422,7
POPH_9,WSP,20.464,4
POPH_9,WSP,20.695,4
POPL_1,WD0513,16.703,26
POPL_1,WD0513,16.725,25
POPL_1,WD0513,16.779,26
POPL_1,WD0513,16.84,25
POPL_1,WD0513,16.904,24
POPL_1,WD0513,16.988,21
POPL_1,WD0513,17.105,17
POPL_1,WD0513,17.117,21
POPL_1,WD0513,17.206,17
POPL_1,WD0513,17.301,24
POPL_1,WD0513,17.381,30
POPL_1,WD0513,17.402,30
POPL_1,WD0513,17.583,3
POPL_1,WD0513,17.614,3
POPL_1,WD0513,17.621,27
POPL_1,WD0513,17.657,15
POPL_1,WD0513,17.691,14
POPL_1,WD0513,17.72,27
POPL_1,WD0513,17.736,15
POPL_1,WD0513,17.816,5
POPL_1,WD0513,17.826,5
POPL_1,WD0513,18.092,28
POPL_1,WD0513,18.168,28
POPL_1,WD0513,18.19,6
POPL_1,WD0513,18.29,6
POPL_1,WD0513,18.388,23
POPL_1,WD0513,18.642,8
POPL_1,WD0513,18.729,16
POPL_1,WD0513,18.746,23
POPL_1,WD0513,18.778,29
POPL_1,WD0513,18.815,20
POPL_1,WD0513,18.819,16
POPL_1,WD0513,18.885,20
POPL_1,WD0513,18.888,29
POPL_1,WD0513,18.895,8
POPL_1,WD0513,18.991,10
POPL_1,WD0513,19.094,10
POPL_1,WD0513,19.125,18
POPL_1,WD0513,19.142,12
POPL_1,WD0513,19.173,18
POPL_1,WD0513,19.249,1
POPL_1,WD0513,19.293,12
POPL_1,WD0513,19.386,1
POPL_1,WD0513,19.877,9
